date,url,username,content,cleaned,cleaned_en,polarity,label
2022-10-10,https://twitter.com/firdaus_00/status/1579357885766987777,firdaus_00,"@GunRomli @aniesbaswedan Banjir dan macet akan mudah jika saya jadi presiden, siapa yg lu maksud terbodoh
Yg manakah yg bodoh ..",banjir macet mudah bodoh mana bodoh,flood jammed easy stupid where stupid,-0.31666666666666665,Negatif
2022-10-10,https://twitter.com/CahTewe/status/1579357381238337536,CahTewe,@KaredokLeunca__ @aniesbaswedan @NasDem @PKSejahtera @PDemokrat @AgusYudhoyono Aku jg yakin mak ramalan Jayabaya gak ada yg presiden namanya edan 😂😂😂,yakin ramal jayabaya engak nama,I'm sure Ramal Jayabaya doesn't have a name,0.5,Positif
2022-10-10,https://twitter.com/JongLenong/status/1579354799342256128,JongLenong,"Di tengah2 begitu banyak ketidak beresan @aniesbaswedan ada @NasDem yg mau mencalonkan dia sbg capres dan meminta @AgusYudhoyono sbg cawapres. Berarti ada RAHASIA BESAR yg disembunyikan Surya Paloh dg begitu sempurna.
. https://t.co/RmQyy9G333",tidak resan calon rahasia sembunyi surya paloh sempurna,no candidate for the perfect hidden solar paloh secret,0.14444444444444446,Positif
2022-10-10,https://twitter.com/EkieDoN/status/1579353124946743296,EkieDoN,"@Fuhir_IAR @DarwisChannel @aniesbaswedan aneh... koq pd sibuk serang anies seh ??
umumkan aja capres kalian..
gitu aja koq repot🤣😂",aneh sibuk serang umum repot,weird busy general attack bother,-0.11666666666666665,Negatif
2022-10-10,https://twitter.com/dadozrock/status/1579351388269998080,dadozrock,"@URaffa05 @ibonk201 @Hudakeyy @aniesbaswedan @DinasSDAJakarta @DKIJakarta Lah die kan datang, yg bacot kalo jadi presiden mudah atasi banjir mana tuh dah 8 tahun loh, anies  5 tahun",bicara mudah atas banjir,easy talk over the flood,0.43333333333333335,Positif
2022-10-10,https://twitter.com/kendalbo/status/1579351325552553985,kendalbo,@Christi25859327 @aniesbaswedan @DinasSDAJakarta @DKIJakarta Kamu aja yang hancur. Kami nggak karena buzzerRp akan musnah. Setelah pak anies jadi presiden.,hancur engak buzerp musnah,destroyed or not buzerp destroyed,0.0,Netral
2022-10-10,https://twitter.com/rtimisella/status/1579346605995872263,rtimisella,@AlPutra92731742 @jaya40965266 @GunRomli @aniesbaswedan Makin mantap milih @aniesbaswedan jadi Presiden... InsyaAllah Aamiin,pilih insya,choose insya,0.0,Netral
2022-10-10,https://twitter.com/JJ_tilu/status/1579340340955602944,JJ_tilu,"@MardaniAliSera @aniesbaswedan ..hehehe ...sampai kapan pun .kalo politik kt blm.dewasa.  Ya calon capres yg berkompetisi akan dianggap musuh dan gak disukai lawan.
Cari Pemimin kok kayak saingan calon mantu. Yg Pimpin negara dan bangsa besar ini hrs orang yg berjiwa besar, kuat dan hanya bela rakyat...",hehehe politik blm dewasa kompetisi diangap musuh engak suka lawan pemimin saing mantu pimpin negara bangsa jiwa kuat bela rakyat,"hehehe politics is not yet mature, competition is considered an enemy, you don't like opponents, you are competitive, you lead the nation, you have a strong spirit to defend the people",0.26666666666666666,Positif
2022-10-10,https://twitter.com/Pedagangbiasa1/status/1579339739127517186,Pedagangbiasa1,@PDemokrat @aniesbaswedan Gubernur rasa presiden 👍,gubernur rasa,taste governor,0.0,Netral
2022-10-10,https://twitter.com/Mislimin5/status/1579339609544495104,Mislimin5,@GunRomli @aniesbaswedan Prasaan yg banjir bkn di jkrt j. Tpi knp yg jdi sorotan cma jkrt j y? Apa i donesia itu cuma jkrt? Apa pda khawatir krn anis mencalonkan diri jdi presiden?,peras banjir jkrt sorot jkrt jkrt khawatir calon,"squeeze the flood, jkrt highlights jkrt, jkrt is worried about the candidate",0.0,Netral
2022-10-10,https://twitter.com/Penjelajahinte5/status/1579339022585188354,Penjelajahinte5,"Wajar mereka mau nyalahin pak @aniesbaswedan  soalnya kan bapak presiden , kan harus bertanggung jawab apa saja yang terjadi di indonesia ini.
#jkwsengsarakanrakyat #DukungGugatanIjazahPalsu #jkwsengsarakanrakyat #JKWmundurrakyatmakmur https://t.co/f5AXxnorBr",wajar salah bertangung,it's fair to be wrong,0.09999999999999998,Positif
2022-10-10,https://twitter.com/ReedDragooN/status/1579338590395731968,ReedDragooN,@aniesbaswedan @DinasSDAJakarta @DKIJakarta Dasar wan abud emang gak becus kerja dari dulu gak becus nanganin banjir bisanya cuma ngebacot aja...gitu ngimpi jadi presiden hahaha 🤣🤣,dasar abud engak becus kerja engak becus nanganin banjir bisa ngebacot mimpi,"you are not good at work, you are not good at dealing with floods, you can break dreams",-0.35,Negatif
2022-10-10,https://twitter.com/DoddyMaxell/status/1579330514963795969,DoddyMaxell,@bumnbersatu @aniesbaswedan Airnya lagi parkir ngumpul bergembira merayakan pengangkatan jadi capres oleh @NasDem 😁,air parkir kumpul gembira raya angkat,parking water gathered happy raya lift,0.8,Positif
2022-10-10,https://twitter.com/EKATJHIN/status/1579330228660629506,EKATJHIN,"@MardaniAliSera @aniesbaswedan capek ya jadi oposisi ga mampu cetek dan ga dapet apa apa , berharap pd Anies , terus hadi basah gitu?? ga inget JK yg promotor Anies aja kalah waktu capres , ujungnya jadi wakil itu pun karena ??? apalagi Anies?? karena makin banyak org pinter ga buta hati buat bangsa",lelah oposisi engak mampu cetek engak harap had basah engak promotor kalah ujung pintar engak buta hati bangsa,"tired of the opposition, can't afford to be shallow, don't expect to have had wet, don't promoters lose, smart tip, not blind to the nation's heart",-0.07380952380952381,Negatif
2022-10-10,https://twitter.com/zuraidbima/status/1579329628011139077,zuraidbima,@niluhdjelantik Kebencian menutupi segala kecerdasan Mbak @niluhdjelantik Apabila suatu saat @aniesbaswedan ditakdirkan menjadi Presiden dan anda mungkin ada di Parlemen anda bisa kontrol sang Presiden terpilih. Bukan mereka yang menurut anda orng dibelakang yang mengontrol !!!,benci tutup cerdas takdir parlemen bisa kontrol pilih belakang kontrol,hate close intelligent destiny parliament can control vote behind control,-0.13333333333333333,Negatif
2022-10-10,https://twitter.com/TarunaIkrar/status/1579329625360322566,TarunaIkrar,"Taruna Ikrar, Undang @aniesbaswedan  Hingga Presiden @jokowi Hadiri Kongres Internasional #IAMRA di Bali 2023
#tarunaikrar 
 
https://t.co/aQpFTCxAYp
 
Download aplikasi Tribunnews untuk update berita terbaru 
 
Dapatkan untuk Android: 
https://t.co/HBl30p59jd",taruna ikrar hinga hadir kongres internasional bal download aplikasi tribunews update berita baru dapat android,"cadets pledge to attend the international congress bal download the tribunews application, update new news, get android",0.06818181818181818,Positif
2022-10-10,https://twitter.com/TinaSaf49935553/status/1579327996959535105,TinaSaf49935553,"@MardaniAliSera @aniesbaswedan Segera saja mas, deklarasi tetapkan capres dari PKS bapak Anies Baswedan",deklarasi tetap partai adil sejahtera,the permanent declaration of the just and prosperous party,0.0,Netral
2022-10-10,https://twitter.com/Aldhen34014579/status/1579326722969071616,Aldhen34014579,"@MardaniAliSera @aniesbaswedan PKB sebetulnya iri dengan prestasi Anis, karena kita ketahui cak Imin sudah lama pengen jadi presiden, tapi apa daya prestasi cuma numpang tenar orang lian saja.",pkb prestasi tahu cak daya prestasi numpang tenar,pkb achievements know that the power of achievement is hitchhiking on fame,0.0,Netral
2022-10-10,https://twitter.com/EmasMang/status/1579324305921298434,EmasMang,@ex_AnakLolina @SantorinisSun Mungkin bagi seorang @aniesbaswedan  sudah gk kaget lagi karna para rezim akan berusaha dngn apapun caranya agar supaya pak anies tdk menjadi presiden,engak kaget rezim usaha apa,I'm not surprised what business regime,-0.05,Negatif
2022-10-10,https://twitter.com/zenondown/status/1579323021550301184,zenondown,"@KaredokLeunca__ @aniesbaswedan @NasDem @PKSejahtera @PDemokrat @AgusYudhoyono Justru Kita Harus Senang , Klo mengalahkan Prabowo Ke tiga kalinya Kasihan Pak Prabowonya.
Kita Akan lbh Senang Klo Mengalahkan . Capres Imigran dan Pendukung2 nya yg selama ini Menghina Warga Asli Indonesia",senang kalah kali kasihan prabowonya senang kalah imigran dukung dukung hina warga asli,"I'm happy to lose, I'm sorry for Prabowo, he's happy to lose immigrants, support the humiliation of indigenous people",0.3666666666666667,Positif
2022-10-10,https://twitter.com/Maximabel2/status/1579322490370740225,Maximabel2,"@aniesbaswedan @DinasSDAJakarta @DKIJakarta Kami orang Papua sdh sepakat untuk tidak mendukung bapak Anes baswedan jadi presiden ,percuma menghabiskan uang lebih Bk mundur dan yang lain lebih baik di mata kami orang Papua trimakasih",papua sepakat dukung anes percuma habis bk mundur baik papua trimakasih,"Papua agrees to support Anes it's useless after all, it's okay, Papua, thank you",0.0,Netral
2022-10-10,https://twitter.com/Iwantrianto6/status/1579320158598070273,Iwantrianto6,@KaredokLeunca__ @aniesbaswedan @NasDem @PKSejahtera @PDemokrat @AgusYudhoyono Presiden 2024 namanya berakhiran huruf O,nama akhir huruf,last letter name,0.0,Netral
2022-10-10,https://twitter.com/DeRaffa01/status/1579318162470088705,DeRaffa01,@KaredokLeunca__ @diaji_adjah @aniesbaswedan @NasDem @PKSejahtera @PDemokrat @AgusYudhoyono Di buku Agenda gak ada nama nganis Baswedan untuk jadi presiden 🤣🤣🤣🤣,buku agenda engak nganis,the agenda book doesn't cry,0.0,Netral
2022-10-10,https://twitter.com/KaredokLeunca__/status/1579315167921602561,KaredokLeunca__,"Gak usah khawatir ncu,pencalonan @aniesbaswedan oleh @NasDem @PKSejahtera @PDemokrat bahkan kalaupun di tambah dukungan 2 partai lainnya,tak akan mampu membuatnya jadi Presiden RI,apalagi kalau cawapresnya @AgusYudhoyono bahkan kalaupun cawapresnya Habib Briziq,gak ada nasif.!!",engak perlu khawatir calon dukung partai lai mampu buat cawapresnya cawapresnya habib briziq engak nasif,"you don't need to worry that candidates supporting other parties can make Habib Briziq's cawapres his cawapres, don't feel bad",-0.19166666666666662,Negatif
2022-10-10,https://twitter.com/AtimAtim20/status/1579314922949079041,AtimAtim20,"@bangpoerslalu @MardaniAliSera @aniesbaswedan Kalian si mau dibodohin pa Anis.
Tuh Anis mo capres pilih donk biar dibodohin dan di bohongin terus, saya sih ogah",dibodohin pilih dibodohin bohongin,fooled choose fooled lie,0.0,Netral
2022-10-10,https://twitter.com/HS_861/status/1579313174415044608,HS_861,@MardaniAliSera @aniesbaswedan Kok belum berani Usung jadi Capres kalau dia punya prestasi.,belum berani usung prestasi,have not dared to stretch the achievement,0.0,Netral
2022-10-10,https://twitter.com/messiiiifan/status/1579312658368835585,messiiiifan,"@NasDem @aniesbaswedan Salah langkah juga menurut sy cenderung blunder krn sebelumnya juga pihak yg bersebrangan sama nasdem sebelumnya adalah basis masa anies. Perkiraan secara optimis jika pendukung setia anies tetap dibelakang anies, mereka gk akan pilih nasdem tp akan pilih anies saat capres",salah langkah cenderung blunder bersebrangan nasdem basis kir optimis dukung setia belakang engak pilih nasdem pilih,missteps tend to blunder across nasdem base kir optimistic support loyal behind not choose nasdem choose,-0.2888888888888889,Negatif
2022-10-10,https://twitter.com/K7_m0en/status/1579310248200146944,K7_m0en,Alih profesi jadi tukang sorak @aniesbaswedan Presiden klu ada kerumunan jangan² ya ? 🤔😄😃🤣 https://t.co/syviwuwfjt,alih profesi tukang sorak kerumun jangan jangan,"Change the profession of a crowd cheerer, don't don't",0.0,Netral
2022-10-10,https://twitter.com/Bambang06304959/status/1579309043751227392,Bambang06304959,@MardaniAliSera @aniesbaswedan Ternyata Capres nasdem.....,nasdem,nasdem,0.0,Netral
2022-10-10,https://twitter.com/RahardjoDanar/status/1579305506354917376,RahardjoDanar,@gl_ku3 @aniesbaswedan Rakyat Indonesia sudah tertipu sama presiden yg sekarang...😇,rakyat tipu,deceitful people,0.0,Netral
2022-10-10,https://twitter.com/aliakbar290976/status/1579304191759380481,aliakbar290976,"@aniesbaswedan @PT_Transjakarta @mrtjakarta @lrtjkt Wawancara Anies dgn Mata Najwa berkenaan dgn PILPRES 2019 bukan untuk 2024 apalagi 2029. Anies tidak pernah meninggalkan Jakarta, menuntaskan hingga akhir masa jabatan. Anies tidak menikung Prabowo untuk maju ke Capres 2019 apalagi membentuk poros ke 3.",wawancara najwa kenan meningalkan jakarta tuntas hinga jabat tikung bentuk poros,Najwa Kenan's interview left Jakarta completely until the roundabout shape was formed,0.05,Positif
2022-10-10,https://twitter.com/AniesIndonesia/status/1579301492582150144,AniesIndonesia,"Partai masuk dalam KIB, PPP di berbgai daerah menginginkan pemimpin perubahan..

Setelah DPW PPP Jakarta, kini PPP Medan mengaspirasikan Mas Anies Baswedan sebagai Capres 2024..

@aniesbaswedan #AniesBaswedan https://t.co/Gn1Gqw7tYH",partai kib berbgai daerah pimpin ubah dpw jakarta medan aspirasi,the kib party in various regions led to change the aspirational field of DPW Jakarta,0.0,Netral
2022-10-10,https://twitter.com/tanto_x/status/1579298382467989504,tanto_x,"@nusantara_one @_SEKNAS_RI @rass_aa @AXkasa @BahasaHati6 @AwYesaya @adearmando24115 @KeikaSisi @herry_wl @1ndonesiaku_ @4ndrodhina @__RismaWidiono_ @_antaresh29 @_KangAen @_RiuRizkiUtomo @aan_muba @pengarang_sajak @ayumari13923487 @maryanti_oemar @AdrianneSerlo @AdianNapitupul1 @UGMYogyakarta @jokowi @aniesbaswedan @NasDem @PDemokrat @PKSejahtera @BismaPancasona @KetutBudiarsa4 @BoniCekrik @Budi_Dharma88 @Lembayung071 @bumbelbi1999 @BaskoroKata @BatuKepla @kevynsaverio @PDI_Perjuangan @fajarzalukhu @ZainalAndy3 @zakvindo @QingheXue @cinema21 @jjimbei99_x @KITAJokowi_Xyz @xSUPERWINx @DedyNad_id @mulyadi2028 @DPR_RI @AgusYudhoyono Apapun caranya yg penting Prabowo Jokowi Presiden dan Wapres nya. 
Gak akan menyalahkan konstitusi",apa penting jokowi engak salah konstitusi,Is it important that Jokowi is not wrong with the constitution?,0.325,Positif
2022-10-10,https://twitter.com/luthfihindami/status/1579294585540710400,luthfihindami,@Tita83079013 @NasDem @AgusYudhoyono @aniesbaswedan padahal itu video lama sebelum NasDem deklarasikan ABW jadi Capres 2024,video nasdem deklarasi abw,abw declaration nasdem video,0.0,Netral
2022-10-10,https://twitter.com/yswandi/status/1579289627139387393,yswandi,"@AryaSoenSakti @aniesbaswedan Dia ga salah, kan pa menhan blm resmi dicapresin ma Gerindra. Krn memang dirasa belum waktunya (KPU kan blm buka pendaftaran capres)
Jd start duluan toh peraturannya ga melarang, hanya belum bisa didaftarkan dan jg belum memenuhi syarat PT",engak salah menhan belum resmi dicapresin gerindra rasa belum kpu belum daftar start duluan peraturanya engak larang belum bisa daftar belum penuh syarat,"It's not wrong, the Minister of Defense hasn't officially been declared a presidential candidate, but Gerindra doesn't think the Commission has registered yet to start first, the rules aren't forbidding, you can't register, you haven't met the requirements",0.25,Positif
2022-10-10,https://twitter.com/Nasrinasrinast/status/1579284841216249861,Nasrinasrinast,"@kr1t1kp3d45_pro @aniesbaswedan ANIES RASYID BASWEDAN 👍🙏👍
PRESIDEN KU ILOV UU FULLLL😍😍😍😍😍😍😍😍😍😍😍😍👍👍👍👍👍👍👍👍👍",rasyid ilov ful,rashid ilov ful,0.0,Netral
2022-10-10,https://twitter.com/IsengKata/status/1579276588998627328,IsengKata,"@AgusYudhoyono @PDemokrat @aniesbaswedan Nunggu ada yg twit gini : mas AHY, mimpin istri buat pake jilbab aja ga bisa, apalagi mimpin negara
(Nyindir semua mantan presiden ini mah.... jaman pak Harto mana berani)
Atau : mas AHY, sayang ya, cantik2 tapi ga pakai jilbab istrinya

Mumet ga?",tungu twit mimpin istri jilbab engak bisa mimpin negara sindir jaman harto berani sayang cantik cantik engak jilbab istri pusing engak,wait twit leading a hijab wife can't lead a country sarcastic at the time of Harto dare to be brave dear beautiful beautiful no hijab wife dizzy or not,0.65,Positif
2022-10-10,https://twitter.com/Budipang076/status/1579274061313888256,Budipang076,"@tukangrosok___ @aniesbaswedan Boleh ya,di rumah ibadah deklarasi dukung capres tertentu? Ngak malu apa ama malaikat? Rumah Tuhan kok di buat dagang politik?",boleh rumah ibadah deklarasi dukung engak malu malaikat rumah tuhan dagang politik,"may a house of worship declare support or not be ashamed of an angel, the house of god, trade, politics",0.0,Netral
2022-10-10,https://twitter.com/jiraq/status/1579272507093561344,jiraq,"Pantas ga mau deklarasi @aniesbaswedan jadi capres, ternyata raport merah dimata @PKSejahtera https://t.co/w0VgnsaFDU",engak deklarasi raport merah mata,No red-eyed report card declarations,0.0,Netral
2022-10-10,https://twitter.com/rossano72/status/1579270044940324864,rossano72,"@islamidotco 1.maafkan orang tuaku
2.maafkan muslimin muslimat di seluruh dunia
3.jadikan @aniesbaswedan presiden RI ke 8 yg sidiq,Fatonah &amp; amanah",mafkan tua mafkan muslimin muslimat dunia jadi sidiq fatonah amanah,"Forgive old, forgive the Muslims of the world, so Sidiq Fatonah is trustworthy",0.1,Positif
2022-10-10,https://twitter.com/sihargeol/status/1579267173930835968,sihargeol,"@yusuf_dumdum @aniesbaswedan Macet dan banjir bisa cepat diatasi kalo jadi presiden. Kayak pernah dengan omonganya gitu, siapa yang ngomong ya?",macet banjir bisa cepat atas omonganya omong,traffic jams floods can be fast for what they say,0.2,Positif
2022-10-10,https://twitter.com/ilham_agner/status/1579263704738451456,ilham_agner,"@ChusnulCh__ @Sumarsana18 @KPK_RI @firlibahuri @KejaksaanRI @ST_Burhanuddin Orang ini @ChusnulCh__  ODGJ kelas berat cenderung SINTING   ... 
KITA BUKTIKAN  nanti d 2024 ... @aniesbaswedan  sdh d dukung NASDEM  utk  presiden dan partai lain akan turut juga... 
Jargon sampean . Mas ganjar cuma rame d relawan saja yg tidak jelas suara  nya",odgj kelas berat cenderung sinting bukti dukung nasdem partai jargon sampean ramai rawan jelas suara,heavyweight odgj tend to be crazy. proof of support for the party's nasdem jargon,-0.6,Negatif
2022-10-10,https://twitter.com/mufadhil/status/1579261041841610752,mufadhil,"@CNNIndonesia Bagus cara silaturahim beliau ini,beliau dahulukan ke ormas non-muslim,karena tau ormas islam banyak ormas islam belakangan,kemarin ke HRS dulu,sekarang ke syarikat islam,kalau jadi presiden nama kabinetnya ""Persatuan Indonesia"" adopsi sila ke-3 ya pak @aniesbaswedan",bagus silaturahim dahulu ormas non muslim ormas islam ormas islam syarikat islam kabinet satu adopsi,"good friendship first, non-Muslim organizations, Islamic organizations, Islamic organizations, Islamic syarikat cabinet, one adoption",0.475,Positif
2022-10-09,https://twitter.com/MulyantoAdi3/status/1579255606938329093,MulyantoAdi3,"@aniesbaswedan @PT_Transjakarta @mrtjakarta @lrtjkt Maaf bang anis,walau berita kesempurnaan anda selalu tampil di medsos,saya pribadi nggak bisa milih anda jadi presiden,saya bukan WNI ikut ikutan 🙏🏻🙏🏻🙏🏻",maf berita kesempurnan tampil media sosial pribadi engak bisa pilih wni ikut,"Sorry, the news is complete, personal social media can't choose citizens to join",-0.09166666666666667,Negatif
2022-10-09,https://twitter.com/supriad08410793/status/1579254435150458880,supriad08410793,@aniesbaswedan @PT_Transjakarta @mrtjakarta @lrtjkt Hidup pk anies presiden kita,hidup,life,0.0,Netral
2022-10-09,https://twitter.com/Jhontraveler12/status/1579246170719006720,Jhontraveler12,@Verraagustian_ @aniesbaswedan Yang benci AB silakan balik ke WC dan rakyat NKRI ku yakin AB tetap clean and clear for Presiden 2024 - 2029,sila wc rakyat yakin clean clear,Please make sure the people's toilets are clean and clear,0.32222222222222224,Positif
2022-10-09,https://twitter.com/Rahmatman2/status/1579243996265971712,Rahmatman2,@rahmaniarbaftim Allahu Akbar @aniesbaswedan for presiden 2024....aamiin ya rabballalamiin,alahu akbar rabalalamin,ahu akbar rabalalamin,0.0,Netral
2022-10-09,https://twitter.com/masbudi1966/status/1579243963479097344,masbudi1966,@AkuAtikaFaya @aniesbaswedan @NasDem Ngopo ning... insya Allah Anies akan Presiden pada waktunya... Kowe ki bolone abu jandes ya,ngopo ning bolone jandes,Ngopo Ning Bolone Jandes,0.0,Netral
2022-10-09,https://twitter.com/abu_ghilman/status/1579237097160200194,abu_ghilman,@AgusYudhoyono @PDemokrat @aniesbaswedan Semoga bisa ganti presiden yg suka tipu rakyat dan habisi sekalian aja buzzerRp yg merusak moral bangsa.,moga bisa ganti suka tipu rakyat habis buzerp rusak moral bangsa,I hope we can replace the deceit of the people after the buzerp has damaged the nation's morale,0.0,Netral
2022-10-09,https://twitter.com/Kp2kB/status/1579236544011202561,Kp2kB,"@AYousupAbdullah @niluhdjelantik Untuk itulah mari kita bersatu mendukung pak @aniesbaswedan  jadi presiden dan melawan narasi2 kotor yg sengaja dibranding kepada pak Anies sperti,Anies radikal,intoleran,anti pancasila,pejuang khilafah dan anti kebhinekaan,ini semua tdk terbukti samasekali selama jdi gubernur",satu dukung lawan narasi kotor sengaja dibranding radikal intoleran anti pancasila juang khilafah anti kebhinekan bukti samasekali gubernur,one support against dirty narrative deliberately branded radical intolerant anti-Pancasila fighting for the caliphate anti-diversity evidence at all governor,-0.6,Negatif
2022-10-09,https://twitter.com/asbon_sijaya/status/1579228411633229827,asbon_sijaya,"@sopyan_mr @Darminto55Anto @aniesbaswedan Tak ada rasa canggung dipentas internasional itu masih kapasitas sebagai Gubernur,bagaimana kalau Anies sebagai Presiden.",rasa cangung pentas internasional kapasitas gubernur,feeling awkward on the international stage of the governor's capacity,-0.3,Negatif
2022-10-09,https://twitter.com/BradPit86621251/status/1579226992620118016,BradPit86621251,"@AgusYudhoyono @PDemokrat @aniesbaswedan Cita cita tuh setinggi langit, jd capres dong masa jadi cawapres mau. Hina banget ambisimu",cita cita ting langit ambisi,ambition ting sky ambition,0.0,Netral
2022-10-09,https://twitter.com/von_edison/status/1579184329414291459,von_edison,@emillan289 @karniilyasclub @aniesbaswedan @jokowi menangkan dulu jd presiden 😂.  jokowi dulu sblm jd presiden bisa apa ?  orang itu terjun dulu baru bisa di nilai..paham ? 😂,menang jokowi bisa terjun baru bisa nilai paham,win jokowi can jump in and then get an understanding value,0.8,Positif
2022-10-09,https://twitter.com/ales_arema/status/1579167384371617792,ales_arema,"@karniilyasclub @aniesbaswedan Sekelas gubernur difitnah apalagi seorang presiden, salam waras",kelas gubernur fitnah waras,sane slander governor class,0.0,Netral
2022-10-09,https://twitter.com/FaigiziduhuNdr5/status/1579165884878557184,FaigiziduhuNdr5,@AkuAtikaFaya @triewahyu38 @aniesbaswedan @NasDem Dia kan presiden nasdrun🤣🤣🤣,nasdrun,nasdrun,0.0,Netral
2022-10-09,https://twitter.com/Adolf_Zog/status/1579149202638409728,Adolf_Zog,@aniesbaswedan siap2 ente jgn pikir copras capres aja https://t.co/TLOHBOnaa9,siap siap jangan pikir copras,ready ready don't think copras,0.2,Positif
2022-10-09,https://twitter.com/Rusnand05464477/status/1579142008848777216,Rusnand05464477,@AkuAtikaFaya @aniesbaswedan @NasDem Hhhh baru capres sdh blago,baru blago,just blago,0.0,Netral
2022-10-09,https://twitter.com/Ade_Surahman5/status/1579141524402896897,Ade_Surahman5,@NasDem itu harus Koalisi sama Partai Lain. Kalau Hanya NasDem aja. Tidak akan bisa Jadi Capres @aniesbaswedan . Jadi yang Namanya Politik itu bisa berubah. Apalagi @PKSejahtera dan @PDemokrat belum mendeklarasikan kan Anis Capres. Perjalanan masih panjang https://t.co/8iMDpsMYE5,koalisi partai nasdem bisa nama politik bisa ubah belum deklarasi jalan,"The Nasdem Party Coalition can change the political name, not yet declare the way",0.0,Netral
2022-10-09,https://twitter.com/yudi_mahmudin/status/1579137258296573954,yudi_mahmudin,"@aniesbaswedan @NasDem Tahnia atas diusungnya BPK Anies sebagai capres dari partai NASDEM,sekedar usul pada BPK, bagaimana klo sebagai cawapres nya IBU Yeni Wahid putri almarhum GUS DUR.",tahnia usung partai nasdem dar usul yen wahid putri almarhum,"Congratulations to the executor of the Nasdem Party from the suggestion of Yen Wahid, daughter of the deceased",0.0,Netral
2022-10-09,https://twitter.com/PakwieTopan/status/1579137177044209664,PakwieTopan,"@bumnbersatu Membaca tweet mas Arif, kok aku teringat pada kata2 yg terucap dari AB tentang CAPRES, video itu tersebar dan bergentayangan dimana2, KALAU @prabowo CAPRES @aniesbaswedan  tidak akan nyapres. Sabdo Pandhito Ratu tankenaning wolawali.
Sopo CIDRO bakal CILOKO.
Wallahu alam",baca twet arif ucap video sebar gentayang sabdo pandhito ratu tankenaning wolawali sopo cidro ciloko walahu alam,read arif's tweet said the video spread the bells sabdo pandhito queen tankenaning wolawali sopo cidro ciloko walahu alam,0.0,Netral
2022-10-09,https://twitter.com/dengates1/status/1579135833042751488,dengates1,"@AgusYudhoyono @aniesbaswedan Pengen jadi presiden gus ,, ngimpi 🤣🤣🤣",mimpi,dream,0.0,Netral
2022-10-09,https://twitter.com/Dania_salsbla/status/1579134754456100864,Dania_salsbla,@godham93740956 @msaid_didu @aniesbaswedan Pantesan musuh Pancasila tukang bohong takut melihat Anies Baswedan jadi presiden. Karena bisnis cina komunis bisa gagal tanpa Londo Ireng  yang sembunyi di partai PDI dan psi.,pantesan musuh pancasila tukang bohong takut bisnis cina komunis bisa gagal londo ireng sembunyi partai pdi,"no wonder the enemy of Pancasila is a liar, afraid that Communist China's business will fail in Londo, along with the PDI party hiding",-0.55,Negatif
2022-10-09,https://twitter.com/Ibrahim24831326/status/1579130603823583233,Ibrahim24831326,@ChusnulCh__ @JannesHutajulu @aniesbaswedan Sebetul Nye punya tapi karatan jadi yaaa sudahlah lagian juga gak jadi presiden kok 😀😀😀,betul karat engak,really rust or not,0.2,Positif
2022-10-09,https://twitter.com/Upasara5/status/1579128993236017155,Upasara5,@icuk_s48 @OposisiCerdas Coba tanya @aniesbaswedan atau @ganjarpranowo mereka alumnus UGM.. Ditambah lagi mereka juga pernah mengantar Pak Jokowi jadi presiden,alumnus universitas gajah mada tambah antar jokowi,Gajah Mada University alumni added among Jokowi,0.0,Netral
2022-10-09,https://twitter.com/GerilyaRevolusi/status/1579111574161461248,GerilyaRevolusi,"@editya77 @DRadjikin @marlina_idha @DPP_PKB @aniesbaswedan @MardaniAliSera @PKSejahtera @ganjarpranowo Hoii cebong laknat goblok apakah ini bukan bukti dia mau ikut Capres ,yang sangat memalukan si junjungan mu si bokep itu,tdk ada satu partai mana pun yg sudi untuk mengusung dia,wooi nggak laku🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/wNqfClSDSB",hoi cebong laknat bodoh bukti malu junjung porno satu partai sudi usung woi engak,Hoi cebong damn you stupid proof of shame upholding one-party porn willing to stretch woi no,-0.27499999999999997,Negatif
2022-10-09,https://twitter.com/Fery_setu/status/1579108363665014786,Fery_setu,@Diek_Clev @Gandawan @geloraco @aniesbaswedan @DKIJakarta @rahmasarita Lu kan lg bicarain kinerja die ..ko ngelesnye bicarain die jd capres..😴,bicarain kerja ngelesnye bicarain,"talk about work, talk about studying",0.0,Netral
2022-10-09,https://twitter.com/khairulanwar11/status/1579107647470518274,khairulanwar11,"Bila pak @aniesbaswedan  jadi capres THN 2024. KPU harus mempublikasi ke publik, verifikasi ijazah sarjananya asli atau palsu. 😃😃😃",kpu publikasi publik verifikasi ijazah sarjana asli palsu,kpu public publication verifying fake original undergraduate diplomas,-0.041666666666666664,Negatif
2022-10-09,https://twitter.com/IAMadzkuri/status/1579103727797284866,IAMadzkuri,"This is so awesome...
Merinding, kalau benar² terjadi, terpilih sebagai Presiden dan Wakil Presiden Indonesia.
""Semoga berjalan dengan lancar, tidak ada halangan dan rintangan."" Amin...
#KemenanganBersama2024

@aniesbaswedan @AgusYudhoyono https://t.co/f7EWfHkd6S",this awesome merinding benar benar pilih moga jalan lancar halang rintang,this awesome goosebumps really choose hopefully the road smoothly obstacle course,0.5333333333333333,Positif
